user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
myloasm_nextpolish_8373_SemiBin_507	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	GCF_000153925.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	99.66	0.861	GCF_000153925.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	99.66	0.861	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_905209865.1, s__Mediterraneibacter sp900752395, 95.0, 85.56, 0.463"	94.96	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_54	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pararoseburia;s__Pararoseburia lenta	GCF_014287435.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pararoseburia;s__Pararoseburia lenta	98.92	0.903	GCF_014287435.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pararoseburia;s__Pararoseburia lenta	98.92	0.903	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pararoseburia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_934899185.1, s__Pararoseburia sp934899185, 95.0, 91.93, 0.758; GCA_963661325.1, s__Pararoseburia sp963661325, 95.0, 90.82, 0.676; GCA_963629085.1, s__Pararoseburia sp963629085, 95.0, 89.98, 0.679; GCA_900546435.1, s__Pararoseburia sp900546435, 95.0, 83.37, 0.26; GCA_934352055.1, s__Pararoseburia sp934352055, 95.0, 82.76, 0.241"	94.12	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_77	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa_B	GCF_001548235.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa_B	95.33	0.88	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	"GCF_001548235.1, s__Rothia mucilaginosa_B, 95.0, 95.33, 0.88; GCF_963534775.1, s__Rothia mucilaginosa_D, 95.0, 95.2, 0.849; GCA_916720455.1, s__Rothia sp916720455, 95.0, 94.94, 0.782; GCA_937935205.1, s__Rothia sp937935205, 95.16, 94.73, 0.787; GCF_019334805.1, s__Rothia mucilaginosa_C, 95.37, 94.65, 0.853; GCF_937976295.1, s__Rothia sp937976295, 95.14, 94.63, 0.783; GCF_963507905.1, s__Rothia sp963507905, 95.0, 94.35, 0.84; GCF_916715725.1, s__Rothia sp916715725, 95.0, 94.07, 0.83; GCF_000175615.1, s__Rothia mucilaginosa, 95.0, 94.05, 0.841; GCF_001808955.1, s__Rothia sp001808955, 95.0, 93.96, 0.833; GCF_001836735.1, s__Rothia sp001836735, 95.0, 93.9, 0.844; GCA_963542785.1, s__Rothia mucilaginosa_G, 95.0, 93.86, 0.793; GCF_963555405.1, s__Rothia sp963555405, 95.0, 93.43, 0.834; GCF_015265375.1, s__Rothia sp015265375, 95.02, 93.43, 0.813; GCF_964210535.1, s__Rothia mucilaginosa_F, 95.0, 93.38, 0.835; GCF_024294905.1, s__Rothia sp024294905, 95.0, 93.32, 0.782; GCF_963544205.1, s__Rothia sp963544205, 95.0, 93.28, 0.826; GCF_029850875.1, s__Rothia sp029850875, 95.0, 93.09, 0.808; GCF_916049665.1, s__Rothia sp916049665, 95.0, 93.07, 0.811; GCF_964211445.1, s__Rothia mucilaginosa_E, 95.0, 93.02, 0.811; GCF_001061665.1, s__Rothia mucilaginosa_A, 95.0, 88.59, 0.557; GCF_901875305.1, s__Rothia sp902373285, 95.0, 87.81, 0.513; GCA_963521575.1, s__Rothia sp963521575, 95.0, 82.9, 0.219"	78.49	11	N/A	N/A
myloasm_nextpolish_8373_SemiBin_84	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	GCF_025567495.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	97	0.787	GCF_025567495.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	97	0.787	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_934435205.1, s__Hominimerdicola sp934435205, 95.0, 94.94, 0.778; GCA_937898375.1, s__Hominimerdicola sp937898375, 95.0, 91.64, 0.689; GCF_900539095.1, s__Hominimerdicola sp900539095, 95.0, 89.87, 0.705; GCF_019423705.1, s__Hominimerdicola sp019423705, 95.0, 81.89, 0.206"	96.25	11	N/A	N/A
myloasm_nextpolish_8915_SemiBin_133	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000437215	GCA_000437215.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000437215	98.96	0.843	GCA_000437215.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000437215	98.96	0.843	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.15	11	N/A	N/A
myloasm_nextpolish_8915_SemiBin_153	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900548615	GCA_900548615.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900548615	95.67	0.614	GCA_900548615.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900548615	95.67	0.614	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_934574095.1, s__Vescimonas sp934574095, 95.0, 89.74, 0.387; GCA_900552725.1, s__Vescimonas sp900552725, 95.0, 87.93, 0.385; GCA_934597585.1, s__Vescimonas sp934597585, 95.0, 87.64, 0.324; GCA_963636325.1, s__Vescimonas sp963636325, 95.0, 87.41, 0.278; GCA_963593515.1, s__Vescimonas sp963593515, 95.0, 87.24, 0.321; GCA_934597345.1, s__Vescimonas sp934597345, 95.0, 87.1, 0.359; GCA_934589145.1, s__Vescimonas sp934589145, 95.01, 86.86, 0.357; GCA_900555735.1, s__Vescimonas sp900555735, 95.0, 86.75, 0.312; GCA_934573935.1, s__Vescimonas sp934573935, 95.0, 86.61, 0.29; GCA_934635545.1, s__Vescimonas sp934635545, 95.0, 86.24, 0.279; GCA_934565655.1, s__Vescimonas sp934565655, 95.0, 86.1, 0.362; GCA_963640475.1, s__Vescimonas sp963640475, 95.0, 86.08, 0.376; GCA_934597125.1, s__Vescimonas sp934597125, 95.0, 85.82, 0.292; GCA_900757415.1, s__Vescimonas sp900757415, 95.0, 84.25, 0.198; GCA_945877515.1, s__Vescimonas sp945877515, 95.0, 84.15, 0.207; GCA_945915065.1, s__Vescimonas sp945915065, 95.0, 84.04, 0.239; GCA_934569425.1, s__Vescimonas sp934569425, 95.0, 83.94, 0.18; GCA_934573945.1, s__Vescimonas sp934573945, 95.0, 83.06, 0.162; GCA_902475745.1, s__Vescimonas sp902475745, 95.0, 82.45, 0.173"	42.39	11	N/A	N/A
myloasm_nextpolish_8915_SemiBin_177	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__RGIG3102 sp934526065	GCA_934526065.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__RGIG3102 sp934526065	96.64	0.834	GCA_934526065.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__RGIG3102 sp934526065	96.64	0.834	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	84.17	11	N/A	N/A
myloasm_nextpolish_8915_SemiBin_179	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter intestini	GCF_001414325.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter intestini	98.8	0.913	GCF_001414325.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter intestini	98.8	0.913	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_018918235.1, s__Butyribacter sp018918235, 95.0, 84.45, 0.242; GCA_934320895.1, s__Butyribacter sp934320895, 95.0, 83.12, 0.21; GCA_934320845.1, s__Butyribacter sp934320845, 95.0, 82.51, 0.168; GCA_000436755.1, s__Butyribacter sp000436755, 95.0, 81.91, 0.181"	91.5	11	N/A	N/A
myloasm_nextpolish_8915_SemiBin_183	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinalis	GCF_014288065.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinalis	97.66	0.785	GCF_014288065.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinalis	97.66	0.785	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_003438075.1, s__Ruminococcoides sp003438075, 95.0, 90.93, 0.625; GCA_900755995.1, s__Ruminococcoides sp900755995, 95.0, 82.66, 0.202"	96.64	11	N/A	N/A
myloasm_nextpolish_8915_SemiBin_211	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Apopatocola;s__Apopatocola sp003522945	GCA_003522945.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Apopatocola;s__Apopatocola sp003522945	97.37	0.64	GCA_003522945.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Apopatocola;s__Apopatocola sp003522945	97.37	0.64	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Apopatocola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_002404605.1, s__Apopatocola sp002404605, 95.0, 91.0, 0.655; GCA_963617605.1, s__Apopatocola sp963617605, 95.0, 90.78, 0.524; GCA_004557735.1, s__Apopatocola sp004557735, 95.0, 90.09, 0.631; GCA_963645975.1, s__Apopatocola sp963645975, 95.0, 89.72, 0.481; GCA_934511165.1, s__Apopatocola sp934511165, 95.0, 89.39, 0.568; GCA_934533005.1, s__Apopatocola sp934533005, 95.0, 88.77, 0.554; GCA_963618015.1, s__Apopatocola sp963618015, 95.0, 88.34, 0.658; GCA_900763675.1, s__Apopatocola sp900763675, 95.0, 86.07, 0.476"	69.02	11	N/A	N/A
myloasm_nextpolish_8915_SemiBin_22	d__Bacteria;p__Bacillota;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__QAKL01;s__QAKL01 sp003343815	GCA_003343815.1	95	d__Bacteria;p__Bacillota;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__QAKL01;s__QAKL01 sp003343815	98.42	0.782	GCA_003343815.1	95	d__Bacteria;p__Bacillota;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__QAKL01;s__QAKL01 sp003343815	98.42	0.782	d__Bacteria;p__Bacillota;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__QAKL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.55	11	N/A	N/A
myloasm_nextpolish_8915_SemiBin_231	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_I	GCF_003287495.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_I	97.62	0.871	GCF_003287495.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_I	97.62	0.871	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 85.75, 0.335; GCF_020687245.1, s__Faecalibacterium longum, 95.36, 85.44, 0.374; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 85.32, 0.357; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 85.18, 0.192; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 85.05, 0.348; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 84.85, 0.343; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 84.79, 0.314; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 84.63, 0.207; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 84.57, 0.262; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 84.55, 0.341; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 84.27, 0.332; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 84.16, 0.297; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 84.1, 0.292; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 83.91, 0.291; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 83.89, 0.194; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 83.83, 0.261; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 83.8, 0.212; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 83.77, 0.191; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 83.68, 0.266; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 83.47, 0.271; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 83.25, 0.212; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 83.18, 0.241; GCA_937917475.1, s__Faecalibacterium sp937917475, 95.0, 83.06, 0.167; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 83.05, 0.262; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 82.96, 0.251; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 82.94, 0.232; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 82.85, 0.211; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 82.79, 0.168; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 82.78, 0.26; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 82.75, 0.237; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 82.69, 0.236; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 82.67, 0.226; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 82.65, 0.237; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 82.59, 0.194; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 82.56, 0.206; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 82.56, 0.203; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 82.53, 0.173; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 82.49, 0.201; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 82.48, 0.227; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 82.46, 0.172; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 82.22, 0.187; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 82.19, 0.174; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 82.11, 0.184; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 82.09, 0.219; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 81.93, 0.189; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 81.9, 0.18; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 81.85, 0.234; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 81.73, 0.202; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 81.73, 0.18; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 81.68, 0.199; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 81.6, 0.212; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 81.07, 0.16; GCA_963599235.1, s__Faecalibacterium sp963599235, 95.0, 80.8, 0.18"	62.27	11	N/A	N/A
myloasm_nextpolish_8915_SemiBin_242	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__HGM13006 sp900757695	GCA_959607825.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__HGM13006 sp900757695	98.81	0.857	GCA_959607825.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__HGM13006 sp900757695	98.81	0.857	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_905201305.1, s__HGM13006 sp905201305, 95.0, 82.85, 0.185; GCA_905202605.1, s__HGM13006 sp905202605, 95.0, 82.79, 0.23; GCA_900756575.1, s__HGM13006 sp900756575, 95.0, 82.01, 0.263; GCA_934546685.1, s__HGM13006 sp934546685, 95.0, 81.42, 0.22; GCA_963650135.1, s__HGM13006 sp963650135, 95.0, 80.96, 0.254"	68.65	11	N/A	N/A
myloasm_nextpolish_8915_SemiBin_28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	GCF_028539415.1	95.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	98.29	0.772	GCF_028539415.1	95.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	98.29	0.772	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_000513195.1, s__Bacteroides timonensis, 95.0, 94.45, 0.591; GCF_020091405.1, s__Bacteroides sp900552405, 95.23, 93.98, 0.634; GCF_036416795.1, s__Bacteroides sp036416795, 95.05, 93.57, 0.612; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.0, 89.6, 0.449; GCF_902364365.1, s__Bacteroides sp900556215, 95.07, 88.79, 0.43; GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 88.75, 0.229; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 88.42, 0.426; GCF_900142015.1, s__Bacteroides stercorirosoris, 95.0, 84.28, 0.316; GCF_905207245.1, s__Bacteroides sp905207245, 95.0, 83.78, 0.256; GCA_947071285.1, s__Bacteroides sp947071285, 95.0, 83.2, 0.251; GCA_905215555.1, s__Bacteroides sp905215555, 95.0, 82.8, 0.274; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 82.62, 0.269"	91.56	11	N/A	N/A
myloasm_nextpolish_8915_SemiBin_34	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscillospira;s__Pseudoscillospira sp018369915	GCA_020555865.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscillospira;s__Pseudoscillospira sp018369915	98.99	0.786	GCA_020555865.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscillospira;s__Pseudoscillospira sp018369915	98.99	0.786	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscillospira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_020555605.1, s__Pseudoscillospira sp020555605, 95.0, 88.79, 0.589"	52.9	11	N/A	N/A
myloasm_nextpolish_8915_SemiBin_45	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	GCF_003269275.1	95	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	97.94	0.622	GCF_003269275.1	95	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	97.94	0.622	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_900551745.1, s__Phascolarctobacterium sp900551745, 95.0, 93.51, 0.433; GCF_900545535.1, s__Phascolarctobacterium sp900545535, 95.0, 85.16, 0.401; GCF_900544795.1, s__Phascolarctobacterium sp900544795, 95.0, 81.52, 0.21"	48.79	11	N/A	N/A
myloasm_nextpolish_8915_SemiBin_502	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900551945	GCA_900551945.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900551945	99.58	0.924	GCA_900551945.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900551945	99.58	0.924	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.02	11	N/A	N/A
myloasm_nextpolish_8915_SemiBin_52	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma sp900548145	GCA_900548145.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma sp900548145	97.37	0.785	GCA_900548145.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma sp900548145	97.37	0.785	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_934643535.1, s__Limiplasma sp934643535, 95.0, 88.52, 0.509; GCA_004556545.1, s__Limiplasma sp004556545, 95.0, 88.4, 0.487"	42.91	11	N/A	N/A
